id_candidato,nombre,estado_postulacion
84,Candidato_84,Activa
85,Candidato_85,Cerrada
86,Candidato_86,Activa
87,Candidato_87,Cerrada
88,Candidato_88,Activa
89,Candidato_89,Cerrada
90,Candidato_90,Activa
91,Candidato_91,Cerrada
92,Candidato_92,Activa
93,Candidato_93,Cerrada
94,Candidato_94,Activa
95,Candidato_95,Cerrada
96,Candidato_96,Activa
97,Candidato_97,Cerrada
98,Candidato_98,Activa
99,Candidato_99,Cerrada
100,Candidato_100,Activa
101,Candidato_101,Cerrada
102,Candidato_102,Activa
103,Candidato_103,Cerrada
104,Candidato_104,Activa
105,Candidato_105,Cerrada
106,Candidato_106,Activa
107,Candidato_107,Cerrada
108,Candidato_108,Activa
109,Candidato_109,Cerrada
110,Candidato_110,Activa
111,Candidato_111,Cerrada
112,Candidato_112,Activa
113,Candidato_113,Cerrada
114,Candidato_114,Activa
115,Candidato_115,Cerrada
116,Candidato_116,Activa
117,Candidato_117,Cerrada
118,Candidato_118,Activa
119,Candidato_119,Cerrada
120,Candidato_120,Activa
121,Candidato_121,Cerrada
122,Candidato_122,Activa
123,Candidato_123,Cerrada
124,Candidato_124,Activa
125,Candidato_125,Cerrada
126,Candidato_126,Activa
127,Candidato_127,Cerrada
128,Candidato_128,Activa
129,Candidato_129,Cerrada
130,Candidato_130,Activa
131,Candidato_131,Cerrada
132,Candidato_132,Activa
133,Candidato_133,Cerrada
134,Candidato_134,Activa
135,Candidato_135,Cerrada
136,Candidato_136,Activa
137,Candidato_137,Cerrada
138,Candidato_138,Activa
139,Candidato_139,Cerrada
140,Candidato_140,Activa
141,Candidato_141,Cerrada
142,Candidato_142,Activa
143,Candidato_143,Cerrada
144,Candidato_144,Activa
145,Candidato_145,Cerrada
146,Candidato_146,Activa
147,Candidato_147,Cerrada
148,Candidato_148,Activa
149,Candidato_149,Cerrada
150,Candidato_150,Activa
151,Candidato_151,Cerrada
152,Candidato_152,Activa
153,Candidato_153,Cerrada
154,Candidato_154,Activa
155,Candidato_155,Cerrada
156,Candidato_156,Activa
157,Candidato_157,Cerrada
158,Candidato_158,Activa
159,Candidato_159,Cerrada
160,Candidato_160,Activa
161,Candidato_161,Cerrada
162,Candidato_162,Activa
163,Candidato_163,Cerrada
164,Candidato_164,Activa
165,Candidato_165,Cerrada
166,Candidato_166,Activa
167,Candidato_167,Cerrada
168,Candidato_168,Activa
169,Candidato_169,Cerrada
170,Candidato_170,Activa
171,Candidato_171,Cerrada
172,Candidato_172,Activa
173,Candidato_173,Cerrada
174,Candidato_174,Activa
175,Candidato_175,Cerrada
176,Candidato_176,Activa
177,Candidato_177,Cerrada
178,Candidato_178,Activa
179,Candidato_179,Cerrada
180,Candidato_180,Activa
181,Candidato_181,Cerrada
182,Candidato_182,Activa
183,Candidato_183,Cerrada
184,Candidato_184,Activa
185,Candidato_185,Cerrada
186,Candidato_186,Activa
187,Candidato_187,Cerrada
188,Candidato_188,Activa
189,Candidato_189,Cerrada
190,Candidato_190,Activa
191,Candidato_191,Cerrada
192,Candidato_192,Activa
193,Candidato_193,Cerrada
194,Candidato_194,Activa
195,Candidato_195,Cerrada
196,Candidato_196,Activa
197,Candidato_197,Cerrada
198,Candidato_198,Activa
199,Candidato_199,Cerrada
200,Candidato_200,Activa
201,Candidato_201,Cerrada
202,Candidato_202,Activa
203,Candidato_203,Cerrada
204,Candidato_204,Activa
205,Candidato_205,Cerrada
206,Candidato_206,Activa
207,Candidato_207,Cerrada
208,Candidato_208,Activa
209,Candidato_209,Cerrada
210,Candidato_210,Activa
211,Candidato_211,Cerrada
212,Candidato_212,Activa
213,Candidato_213,Cerrada
214,Candidato_214,Activa
215,Candidato_215,Cerrada
216,Candidato_216,Activa
217,Candidato_217,Cerrada
218,Candidato_218,Activa
219,Candidato_219,Cerrada
220,Candidato_220,Activa
221,Candidato_221,Cerrada
222,Candidato_222,Activa
223,Candidato_223,Cerrada
224,Candidato_224,Activa
225,Candidato_225,Cerrada
226,Candidato_226,Activa
227,Candidato_227,Cerrada
228,Candidato_228,Activa
229,Candidato_229,Cerrada
230,Candidato_230,Activa
231,Candidato_231,Cerrada
232,Candidato_232,Activa
233,Candidato_233,Cerrada
234,Candidato_234,Activa
235,Candidato_235,Cerrada
236,Candidato_236,Activa
237,Candidato_237,Cerrada
238,Candidato_238,Activa
239,Candidato_239,Cerrada
240,Candidato_240,Activa
241,Candidato_241,Cerrada
242,Candidato_242,Activa
243,Candidato_243,Cerrada
244,Candidato_244,Activa
245,Candidato_245,Cerrada
246,Candidato_246,Activa
247,Candidato_247,Cerrada
248,Candidato_248,Activa
249,Candidato_249,Cerrada
250,Candidato_250,Activa
251,Candidato_251,Cerrada
252,Candidato_252,Activa
253,Candidato_253,Cerrada
254,Candidato_254,Activa
255,Candidato_255,Cerrada
256,Candidato_256,Activa
257,Candidato_257,Cerrada
258,Candidato_258,Activa
259,Candidato_259,Cerrada
260,Candidato_260,Activa
261,Candidato_261,Cerrada
262,Candidato_262,Activa
263,Candidato_263,Cerrada
264,Candidato_264,Activa
265,Candidato_265,Cerrada
266,Candidato_266,Activa
267,Candidato_267,Cerrada
268,Candidato_268,Activa
269,Candidato_269,Cerrada
270,Candidato_270,Activa
271,Candidato_271,Cerrada
272,Candidato_272,Activa
273,Candidato_273,Cerrada
274,Candidato_274,Activa
275,Candidato_275,Cerrada
276,Candidato_276,Activa
277,Candidato_277,Cerrada
278,Candidato_278,Activa
279,Candidato_279,Cerrada
280,Candidato_280,Activa
281,Candidato_281,Cerrada
282,Candidato_282,Activa
283,Candidato_283,Cerrada
284,Candidato_284,Activa
285,Candidato_285,Cerrada
286,Candidato_286,Activa
287,Candidato_287,Cerrada
288,Candidato_288,Activa
289,Candidato_289,Cerrada
290,Candidato_290,Activa
291,Candidato_291,Cerrada
292,Candidato_292,Activa
293,Candidato_293,Cerrada
294,Candidato_294,Activa
295,Candidato_295,Cerrada
296,Candidato_296,Activa
297,Candidato_297,Cerrada
298,Candidato_298,Activa
299,Candidato_299,Cerrada
300,Candidato_300,Activa
301,Candidato_301,Cerrada
302,Candidato_302,Activa
303,Candidato_303,Cerrada
304,Candidato_304,Activa
305,Candidato_305,Cerrada
306,Candidato_306,Activa
307,Candidato_307,Cerrada
308,Candidato_308,Activa
309,Candidato_309,Cerrada
310,Candidato_310,Activa
311,Candidato_311,Cerrada
312,Candidato_312,Activa
313,Candidato_313,Cerrada
314,Candidato_314,Activa
315,Candidato_315,Cerrada
316,Candidato_316,Activa
317,Candidato_317,Cerrada
318,Candidato_318,Activa
319,Candidato_319,Cerrada
320,Candidato_320,Activa
321,Candidato_321,Cerrada
322,Candidato_322,Activa
323,Candidato_323,Cerrada
324,Candidato_324,Activa
325,Candidato_325,Cerrada
326,Candidato_326,Activa
327,Candidato_327,Cerrada
328,Candidato_328,Activa
329,Candidato_329,Cerrada
330,Candidato_330,Activa
331,Candidato_331,Cerrada
332,Candidato_332,Activa
333,Candidato_333,Cerrada
334,Candidato_334,Activa
335,Candidato_335,Cerrada
336,Candidato_336,Activa
337,Candidato_337,Cerrada
338,Candidato_338,Activa
339,Candidato_339,Cerrada
340,Candidato_340,Activa
341,Candidato_341,Cerrada
342,Candidato_342,Activa
343,Candidato_343,Cerrada
344,Candidato_344,Activa
345,Candidato_345,Cerrada
346,Candidato_346,Activa
347,Candidato_347,Cerrada
348,Candidato_348,Activa
349,Candidato_349,Cerrada
350,Candidato_350,Activa
351,Candidato_351,Cerrada
352,Candidato_352,Activa
353,Candidato_353,Cerrada
354,Candidato_354,Activa
355,Candidato_355,Cerrada
356,Candidato_356,Activa
357,Candidato_357,Cerrada
358,Candidato_358,Activa
359,Candidato_359,Cerrada
360,Candidato_360,Activa
361,Candidato_361,Cerrada
362,Candidato_362,Activa
363,Candidato_363,Cerrada
364,Candidato_364,Activa
365,Candidato_365,Cerrada
366,Candidato_366,Activa
367,Candidato_367,Cerrada
368,Candidato_368,Activa
369,Candidato_369,Cerrada
370,Candidato_370,Activa
371,Candidato_371,Cerrada
372,Candidato_372,Activa
373,Candidato_373,Cerrada
374,Candidato_374,Activa
375,Candidato_375,Cerrada
376,Candidato_376,Activa
377,Candidato_377,Cerrada
378,Candidato_378,Activa
379,Candidato_379,Cerrada
380,Candidato_380,Activa
381,Candidato_381,Cerrada
382,Candidato_382,Activa
383,Candidato_383,Cerrada
384,Candidato_384,Activa
385,Candidato_385,Cerrada
386,Candidato_386,Activa
387,Candidato_387,Cerrada
388,Candidato_388,Activa
389,Candidato_389,Cerrada
390,Candidato_390,Activa
391,Candidato_391,Cerrada
392,Candidato_392,Activa
393,Candidato_393,Cerrada
394,Candidato_394,Activa
395,Candidato_395,Cerrada
396,Candidato_396,Activa
397,Candidato_397,Cerrada
398,Candidato_398,Activa
399,Candidato_399,Cerrada
400,Candidato_400,Activa
401,Candidato_401,Cerrada
402,Candidato_402,Activa
403,Candidato_403,Cerrada
404,Candidato_404,Activa
405,Candidato_405,Cerrada
406,Candidato_406,Activa
407,Candidato_407,Cerrada
408,Candidato_408,Activa
409,Candidato_409,Cerrada
410,Candidato_410,Activa
411,Candidato_411,Cerrada
412,Candidato_412,Activa
413,Candidato_413,Cerrada
414,Candidato_414,Activa
415,Candidato_415,Cerrada
416,Candidato_416,Activa
417,Candidato_417,Cerrada
418,Candidato_418,Activa
419,Candidato_419,Cerrada
420,Candidato_420,Activa
421,Candidato_421,Cerrada
422,Candidato_422,Activa
423,Candidato_423,Cerrada
424,Candidato_424,Activa
425,Candidato_425,Cerrada
426,Candidato_426,Activa
427,Candidato_427,Cerrada
428,Candidato_428,Activa
429,Candidato_429,Cerrada
430,Candidato_430,Activa
431,Candidato_431,Cerrada
432,Candidato_432,Activa
433,Candidato_433,Cerrada
434,Candidato_434,Activa
435,Candidato_435,Cerrada
436,Candidato_436,Activa
437,Candidato_437,Cerrada
438,Candidato_438,Activa
439,Candidato_439,Cerrada
440,Candidato_440,Activa
441,Candidato_441,Cerrada
442,Candidato_442,Activa
443,Candidato_443,Cerrada
444,Candidato_444,Activa
445,Candidato_445,Cerrada
446,Candidato_446,Activa
447,Candidato_447,Cerrada
448,Candidato_448,Activa
449,Candidato_449,Cerrada
450,Candidato_450,Activa
451,Candidato_451,Cerrada
452,Candidato_452,Activa
453,Candidato_453,Cerrada
454,Candidato_454,Activa
455,Candidato_455,Cerrada
456,Candidato_456,Activa
457,Candidato_457,Cerrada
458,Candidato_458,Activa
459,Candidato_459,Cerrada
460,Candidato_460,Activa
461,Candidato_461,Cerrada
462,Candidato_462,Activa
463,Candidato_463,Cerrada
464,Candidato_464,Activa
465,Candidato_465,Cerrada
466,Candidato_466,Activa
467,Candidato_467,Cerrada
468,Candidato_468,Activa
469,Candidato_469,Cerrada
470,Candidato_470,Activa
471,Candidato_471,Cerrada
472,Candidato_472,Activa
473,Candidato_473,Cerrada
474,Candidato_474,Activa
475,Candidato_475,Cerrada
476,Candidato_476,Activa
477,Candidato_477,Cerrada
478,Candidato_478,Activa
479,Candidato_479,Cerrada
480,Candidato_480,Activa
481,Candidato_481,Cerrada
482,Candidato_482,Activa
483,Candidato_483,Cerrada
484,Candidato_484,Activa
485,Candidato_485,Cerrada
486,Candidato_486,Activa
487,Candidato_487,Cerrada
488,Candidato_488,Activa
489,Candidato_489,Cerrada
490,Candidato_490,Activa
491,Candidato_491,Cerrada
492,Candidato_492,Activa
493,Candidato_493,Cerrada
494,Candidato_494,Activa
495,Candidato_495,Cerrada
496,Candidato_496,Activa
497,Candidato_497,Cerrada
498,Candidato_498,Activa
499,Candidato_499,Cerrada
500,Candidato_500,Activa
501,Candidato_501,Cerrada
502,Candidato_502,Activa
503,Candidato_503,Cerrada
504,Candidato_504,Activa
505,Candidato_505,Cerrada
506,Candidato_506,Activa
507,Candidato_507,Cerrada
508,Candidato_508,Activa
509,Candidato_509,Cerrada
510,Candidato_510,Activa
511,Candidato_511,Cerrada
512,Candidato_512,Activa
513,Candidato_513,Cerrada
514,Candidato_514,Activa
515,Candidato_515,Cerrada
516,Candidato_516,Activa
517,Candidato_517,Cerrada
518,Candidato_518,Activa
519,Candidato_519,Cerrada
520,Candidato_520,Activa
521,Candidato_521,Cerrada
522,Candidato_522,Activa
523,Candidato_523,Cerrada
524,Candidato_524,Activa
525,Candidato_525,Cerrada
526,Candidato_526,Activa
527,Candidato_527,Cerrada
528,Candidato_528,Activa
529,Candidato_529,Cerrada
530,Candidato_530,Activa
531,Candidato_531,Cerrada
532,Candidato_532,Activa
533,Candidato_533,Cerrada
534,Candidato_534,Activa
535,Candidato_535,Cerrada
536,Candidato_536,Activa
537,Candidato_537,Cerrada
538,Candidato_538,Activa
539,Candidato_539,Cerrada
540,Candidato_540,Activa
541,Candidato_541,Cerrada
542,Candidato_542,Activa
543,Candidato_543,Cerrada
544,Candidato_544,Activa
545,Candidato_545,Cerrada
546,Candidato_546,Activa
547,Candidato_547,Cerrada
548,Candidato_548,Activa
549,Candidato_549,Cerrada
550,Candidato_550,Activa
551,Candidato_551,Cerrada
552,Candidato_552,Activa
553,Candidato_553,Cerrada
554,Candidato_554,Activa
555,Candidato_555,Cerrada
556,Candidato_556,Activa
557,Candidato_557,Cerrada
558,Candidato_558,Activa
559,Candidato_559,Cerrada
560,Candidato_560,Activa
561,Candidato_561,Cerrada
562,Candidato_562,Activa
563,Candidato_563,Cerrada
564,Candidato_564,Activa
565,Candidato_565,Cerrada
566,Candidato_566,Activa
567,Candidato_567,Cerrada
568,Candidato_568,Activa
569,Candidato_569,Cerrada
570,Candidato_570,Activa
571,Candidato_571,Cerrada
572,Candidato_572,Activa
573,Candidato_573,Cerrada
574,Candidato_574,Activa
575,Candidato_575,Cerrada
576,Candidato_576,Activa
577,Candidato_577,Cerrada
578,Candidato_578,Activa
579,Candidato_579,Cerrada
580,Candidato_580,Activa
581,Candidato_581,Cerrada
582,Candidato_582,Activa
583,Candidato_583,Cerrada
584,Candidato_584,Activa
585,Candidato_585,Cerrada
586,Candidato_586,Activa
587,Candidato_587,Cerrada
588,Candidato_588,Activa
589,Candidato_589,Cerrada
590,Candidato_590,Activa
591,Candidato_591,Cerrada
592,Candidato_592,Activa
593,Candidato_593,Cerrada
594,Candidato_594,Activa
595,Candidato_595,Cerrada
596,Candidato_596,Activa
597,Candidato_597,Cerrada
598,Candidato_598,Activa
599,Candidato_599,Cerrada
600,Candidato_600,Activa
601,Candidato_601,Cerrada
602,Candidato_602,Activa
603,Candidato_603,Cerrada
604,Candidato_604,Activa
605,Candidato_605,Cerrada
606,Candidato_606,Activa
607,Candidato_607,Cerrada
608,Candidato_608,Activa
609,Candidato_609,Cerrada
610,Candidato_610,Activa
611,Candidato_611,Cerrada
612,Candidato_612,Activa
613,Candidato_613,Cerrada
614,Candidato_614,Activa
615,Candidato_615,Cerrada
616,Candidato_616,Activa
617,Candidato_617,Cerrada
618,Candidato_618,Activa
619,Candidato_619,Cerrada
620,Candidato_620,Activa
621,Candidato_621,Cerrada
622,Candidato_622,Activa
623,Candidato_623,Cerrada
624,Candidato_624,Activa
625,Candidato_625,Cerrada
626,Candidato_626,Activa
627,Candidato_627,Cerrada
628,Candidato_628,Activa
629,Candidato_629,Cerrada
630,Candidato_630,Activa
631,Candidato_631,Cerrada
632,Candidato_632,Activa
633,Candidato_633,Cerrada
634,Candidato_634,Activa
635,Candidato_635,Cerrada
636,Candidato_636,Activa
637,Candidato_637,Cerrada
638,Candidato_638,Activa
639,Candidato_639,Cerrada
640,Candidato_640,Activa
641,Candidato_641,Cerrada
642,Candidato_642,Activa
643,Candidato_643,Cerrada
644,Candidato_644,Activa
645,Candidato_645,Cerrada
646,Candidato_646,Activa
647,Candidato_647,Cerrada
648,Candidato_648,Activa
649,Candidato_649,Cerrada
650,Candidato_650,Activa
651,Candidato_651,Cerrada
652,Candidato_652,Activa
653,Candidato_653,Cerrada
654,Candidato_654,Activa
655,Candidato_655,Cerrada
656,Candidato_656,Activa
657,Candidato_657,Cerrada
658,Candidato_658,Activa
659,Candidato_659,Cerrada
660,Candidato_660,Activa
661,Candidato_661,Cerrada
662,Candidato_662,Activa
663,Candidato_663,Cerrada
664,Candidato_664,Activa
665,Candidato_665,Cerrada
666,Candidato_666,Activa
667,Candidato_667,Cerrada
668,Candidato_668,Activa
669,Candidato_669,Cerrada
670,Candidato_670,Activa
671,Candidato_671,Cerrada
672,Candidato_672,Activa
673,Candidato_673,Cerrada
674,Candidato_674,Activa
675,Candidato_675,Cerrada
676,Candidato_676,Activa
677,Candidato_677,Cerrada
678,Candidato_678,Activa
679,Candidato_679,Cerrada
680,Candidato_680,Activa
681,Candidato_681,Cerrada
682,Candidato_682,Activa
683,Candidato_683,Cerrada
684,Candidato_684,Activa
685,Candidato_685,Cerrada
686,Candidato_686,Activa
687,Candidato_687,Cerrada
688,Candidato_688,Activa
689,Candidato_689,Cerrada
690,Candidato_690,Activa
691,Candidato_691,Cerrada
692,Candidato_692,Activa
693,Candidato_693,Cerrada
694,Candidato_694,Activa
695,Candidato_695,Cerrada
696,Candidato_696,Activa
697,Candidato_697,Cerrada
698,Candidato_698,Activa
699,Candidato_699,Cerrada
700,Candidato_700,Activa
701,Candidato_701,Cerrada
702,Candidato_702,Activa
703,Candidato_703,Cerrada
704,Candidato_704,Activa
705,Candidato_705,Cerrada
706,Candidato_706,Activa
707,Candidato_707,Cerrada
708,Candidato_708,Activa
709,Candidato_709,Cerrada
710,Candidato_710,Activa
711,Candidato_711,Cerrada
712,Candidato_712,Activa
713,Candidato_713,Cerrada
714,Candidato_714,Activa
715,Candidato_715,Cerrada
716,Candidato_716,Activa
717,Candidato_717,Cerrada
718,Candidato_718,Activa
719,Candidato_719,Cerrada
720,Candidato_720,Activa
721,Candidato_721,Cerrada
722,Candidato_722,Activa
723,Candidato_723,Cerrada
724,Candidato_724,Activa
725,Candidato_725,Cerrada
726,Candidato_726,Activa
727,Candidato_727,Cerrada
728,Candidato_728,Activa
729,Candidato_729,Cerrada
730,Candidato_730,Activa
731,Candidato_731,Cerrada
732,Candidato_732,Activa
733,Candidato_733,Cerrada
734,Candidato_734,Activa
735,Candidato_735,Cerrada
736,Candidato_736,Activa
737,Candidato_737,Cerrada
738,Candidato_738,Activa
739,Candidato_739,Cerrada
740,Candidato_740,Activa
741,Candidato_741,Cerrada
742,Candidato_742,Activa
743,Candidato_743,Cerrada
744,Candidato_744,Activa
745,Candidato_745,Cerrada
746,Candidato_746,Activa
747,Candidato_747,Cerrada
748,Candidato_748,Activa
749,Candidato_749,Cerrada
750,Candidato_750,Activa
751,Candidato_751,Cerrada
752,Candidato_752,Activa
753,Candidato_753,Cerrada
754,Candidato_754,Activa
755,Candidato_755,Cerrada
756,Candidato_756,Activa
757,Candidato_757,Cerrada
758,Candidato_758,Activa
759,Candidato_759,Cerrada
760,Candidato_760,Activa
761,Candidato_761,Cerrada
762,Candidato_762,Activa
763,Candidato_763,Cerrada
764,Candidato_764,Activa
765,Candidato_765,Cerrada
766,Candidato_766,Activa
767,Candidato_767,Cerrada
768,Candidato_768,Activa
769,Candidato_769,Cerrada
770,Candidato_770,Activa
771,Candidato_771,Cerrada
772,Candidato_772,Activa
773,Candidato_773,Cerrada
774,Candidato_774,Activa
775,Candidato_775,Cerrada
776,Candidato_776,Activa
777,Candidato_777,Cerrada
778,Candidato_778,Activa
779,Candidato_779,Cerrada
780,Candidato_780,Activa
781,Candidato_781,Cerrada
782,Candidato_782,Activa
783,Candidato_783,Cerrada
784,Candidato_784,Activa
785,Candidato_785,Cerrada
786,Candidato_786,Activa
787,Candidato_787,Cerrada
788,Candidato_788,Activa
789,Candidato_789,Cerrada
790,Candidato_790,Activa
791,Candidato_791,Cerrada
792,Candidato_792,Activa
793,Candidato_793,Cerrada
794,Candidato_794,Activa
795,Candidato_795,Cerrada
796,Candidato_796,Activa
797,Candidato_797,Cerrada
798,Candidato_798,Activa
799,Candidato_799,Cerrada
800,Candidato_800,Activa
801,Candidato_801,Cerrada
802,Candidato_802,Activa
803,Candidato_803,Cerrada
804,Candidato_804,Activa
805,Candidato_805,Cerrada
806,Candidato_806,Activa
807,Candidato_807,Cerrada
808,Candidato_808,Activa
809,Candidato_809,Cerrada
810,Candidato_810,Activa
811,Candidato_811,Cerrada
812,Candidato_812,Activa
813,Candidato_813,Cerrada
814,Candidato_814,Activa
815,Candidato_815,Cerrada
816,Candidato_816,Activa
817,Candidato_817,Cerrada
818,Candidato_818,Activa
819,Candidato_819,Cerrada
820,Candidato_820,Activa
821,Candidato_821,Cerrada
822,Candidato_822,Activa
823,Candidato_823,Cerrada
824,Candidato_824,Activa
825,Candidato_825,Cerrada
826,Candidato_826,Activa
827,Candidato_827,Cerrada
828,Candidato_828,Activa
829,Candidato_829,Cerrada
830,Candidato_830,Activa
831,Candidato_831,Cerrada
832,Candidato_832,Activa
833,Candidato_833,Cerrada
834,Candidato_834,Activa
835,Candidato_835,Cerrada
836,Candidato_836,Activa
837,Candidato_837,Cerrada
838,Candidato_838,Activa
839,Candidato_839,Cerrada
840,Candidato_840,Activa
841,Candidato_841,Cerrada
842,Candidato_842,Activa
843,Candidato_843,Cerrada
844,Candidato_844,Activa
845,Candidato_845,Cerrada
846,Candidato_846,Activa
847,Candidato_847,Cerrada
848,Candidato_848,Activa
849,Candidato_849,Cerrada
850,Candidato_850,Activa
851,Candidato_851,Cerrada
852,Candidato_852,Activa
853,Candidato_853,Cerrada
854,Candidato_854,Activa
855,Candidato_855,Cerrada
856,Candidato_856,Activa
857,Candidato_857,Cerrada
858,Candidato_858,Activa
859,Candidato_859,Cerrada
860,Candidato_860,Activa
861,Candidato_861,Cerrada
862,Candidato_862,Activa
863,Candidato_863,Cerrada
864,Candidato_864,Activa
865,Candidato_865,Cerrada
866,Candidato_866,Activa
867,Candidato_867,Cerrada
868,Candidato_868,Activa
869,Candidato_869,Cerrada
870,Candidato_870,Activa
871,Candidato_871,Cerrada
872,Candidato_872,Activa
873,Candidato_873,Cerrada
874,Candidato_874,Activa
875,Candidato_875,Cerrada
876,Candidato_876,Activa
877,Candidato_877,Cerrada
878,Candidato_878,Activa
879,Candidato_879,Cerrada
880,Candidato_880,Activa
881,Candidato_881,Cerrada
882,Candidato_882,Activa
883,Candidato_883,Cerrada
884,Candidato_884,Activa
885,Candidato_885,Cerrada
886,Candidato_886,Activa
887,Candidato_887,Cerrada
888,Candidato_888,Activa
889,Candidato_889,Cerrada
890,Candidato_890,Activa
891,Candidato_891,Cerrada
892,Candidato_892,Activa
893,Candidato_893,Cerrada
894,Candidato_894,Activa
895,Candidato_895,Cerrada
896,Candidato_896,Activa
897,Candidato_897,Cerrada
898,Candidato_898,Activa
899,Candidato_899,Cerrada
900,Candidato_900,Activa
901,Candidato_901,Cerrada
902,Candidato_902,Activa
903,Candidato_903,Cerrada
904,Candidato_904,Activa
905,Candidato_905,Cerrada
906,Candidato_906,Activa
907,Candidato_907,Cerrada
908,Candidato_908,Activa
909,Candidato_909,Cerrada
910,Candidato_910,Activa
911,Candidato_911,Cerrada
912,Candidato_912,Activa
913,Candidato_913,Cerrada
914,Candidato_914,Activa
915,Candidato_915,Cerrada
916,Candidato_916,Activa
917,Candidato_917,Cerrada
918,Candidato_918,Activa
919,Candidato_919,Cerrada
920,Candidato_920,Activa
921,Candidato_921,Cerrada
922,Candidato_922,Activa
923,Candidato_923,Cerrada
924,Candidato_924,Activa
925,Candidato_925,Cerrada
926,Candidato_926,Activa
927,Candidato_927,Cerrada
928,Candidato_928,Activa
929,Candidato_929,Cerrada
930,Candidato_930,Activa
931,Candidato_931,Cerrada
932,Candidato_932,Activa
933,Candidato_933,Cerrada
934,Candidato_934,Activa
935,Candidato_935,Cerrada
936,Candidato_936,Activa
937,Candidato_937,Cerrada
938,Candidato_938,Activa
939,Candidato_939,Cerrada
940,Candidato_940,Activa
941,Candidato_941,Cerrada
942,Candidato_942,Activa
943,Candidato_943,Cerrada
944,Candidato_944,Activa
945,Candidato_945,Cerrada
946,Candidato_946,Activa
947,Candidato_947,Cerrada
948,Candidato_948,Activa
949,Candidato_949,Cerrada
950,Candidato_950,Activa
951,Candidato_951,Cerrada
952,Candidato_952,Activa
953,Candidato_953,Cerrada
954,Candidato_954,Activa
955,Candidato_955,Cerrada
956,Candidato_956,Activa
957,Candidato_957,Cerrada
958,Candidato_958,Activa
959,Candidato_959,Cerrada
960,Candidato_960,Activa
961,Candidato_961,Cerrada
962,Candidato_962,Activa
963,Candidato_963,Cerrada
964,Candidato_964,Activa
965,Candidato_965,Cerrada
966,Candidato_966,Activa
967,Candidato_967,Cerrada
968,Candidato_968,Activa
969,Candidato_969,Cerrada
970,Candidato_970,Activa
971,Candidato_971,Cerrada
972,Candidato_972,Activa
973,Candidato_973,Cerrada
974,Candidato_974,Activa
975,Candidato_975,Cerrada
976,Candidato_976,Activa
977,Candidato_977,Cerrada
978,Candidato_978,Activa
979,Candidato_979,Cerrada
980,Candidato_980,Activa
981,Candidato_981,Cerrada
982,Candidato_982,Activa
983,Candidato_983,Cerrada
984,Candidato_984,Activa
985,Candidato_985,Cerrada
986,Candidato_986,Activa
987,Candidato_987,Cerrada
988,Candidato_988,Activa
989,Candidato_989,Cerrada
990,Candidato_990,Activa
991,Candidato_991,Cerrada
992,Candidato_992,Activa
993,Candidato_993,Cerrada
994,Candidato_994,Activa
995,Candidato_995,Cerrada
996,Candidato_996,Activa
997,Candidato_997,Cerrada
